"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","mass","log_mass"
"Aachen",1,"Valid","L5",21,"Fell",1880,50.775,6.08333,"(50.775, 6.08333)",21,1.32221929473392
"Aarhus",2,"Valid","H6",720,"Fell",1951,56.18333,10.23333,"(56.18333, 10.23333)",720,2.85733249643127
"Achiras",370,"Valid","L6",780,"Fell",1902,-33.16667,-64.95,"(-33.16667, -64.95)",780,2.89209460269048
"Agen",392,"Valid","H5",30000,"Fell",1814,44.21667,0.61667,"(44.21667, 0.61667)",30000,4.47712125471966
"Aguada",398,"Valid","L6",1620,"Fell",1930,-31.6,-65.23333,"(-31.6, -65.23333)",1620,3.20951501454263
"Aïr",424,"Valid","L6",24000,"Fell",1925,19.08333,8.38333,"(19.08333, 8.38333)",24000,4.38021124171161
"Akaba",426,"Valid","L6",779,"Fell",1949,29.51667,35.05,"(29.51667, 35.05)",779,2.89153745767256
"Akbarpur",427,"Valid","H4",1800,"Fell",1838,29.71667,77.95,"(29.71667, 77.95)",1800,3.25527250510331
"Aleppo",462,"Valid","L6",3200,"Fell",1873,36.23333,37.13333,"(36.23333, 37.13333)",3200,3.50514997831991
"Alessandria",463,"Valid","H5",908,"Fell",1860,44.88333,8.75,"(44.88333, 8.75)",908,2.95808584852109
"Alexandrovsky",465,"Valid","H4",9251,"Fell",1900,50.95,31.81667,"(50.95, 31.81667)",9251,3.96618868095614
"Alfianello",466,"Valid","L6",228000,"Fell",1883,45.26667,10.15,"(45.26667, 10.15)",228000,5.35793484700045
"Allegan",2276,"Valid","H5",32000,"Fell",1899,42.53333,-85.88333,"(42.53333, -85.88333)",32000,4.50514997831991
"Ambapur Nagla",2290,"Valid","H5",6400,"Fell",1895,27.66667,78.25,"(27.66667, 78.25)",6400,3.80617997398389
"Andover",2295,"Valid","L6",3200,"Fell",1898,44.61667,-70.75,"(44.61667, -70.75)",3200,3.50514997831991
"Andura",2298,"Valid","H6",17900,"Fell",1939,20.88333,76.86667,"(20.88333, 76.86667)",17900,4.25285303097989
"Ankober",2304,"Valid","H4",6500,"Fell",1942,9.53333,39.71667,"(9.53333, 39.71667)",6500,3.81291335664286
"Anlong",2305,"Valid","H5",2500,"Fell",1971,25.15,105.18333,"(25.15, 105.18333)",2500,3.39794000867204
"Aomori",2313,"Valid","L6",320,"Fell",1984,40.81056,140.78556,"(40.81056, 140.78556)",320,2.50514997831991
"Apt",2320,"Valid","L6",3200,"Fell",1803,43.86667,5.38333,"(43.86667, 5.38333)",3200,3.50514997831991
"Arbol Solo",2325,"Valid","H5",810,"Fell",1954,-33,-66,"(-33.0, -66.0)",810,2.90848501887865
"Archie",2329,"Valid","H6",5070,"Fell",1932,38.5,-94.3,"(38.5, -94.3)",5070,3.70500795933334
"Arroyo Aguiar",2340,"Valid","H5",7450,"Fell",1950,-31.41667,-60.66667,"(-31.41667, -60.66667)",7450,3.87215627274829
"Asco",2345,"Valid","H6",41,"Fell",1805,42.45,9.03333,"(42.45, 9.03333)",41,1.61278385671974
"Ash Creek",48954,"Valid","L6",9500,"Fell",2009,31.805,-97.01,"(31.805, -97.01)",9500,3.97772360528885
"Ashdon",2346,"Valid","L6",1300,"Fell",1923,52.05,0.3,"(52.05, 0.3)",1300,3.11394335230684
"Assisi",2353,"Valid","H5",2000,"Fell",1886,43.03333,12.55,"(43.03333, 12.55)",2000,3.30102999566398
"Atemajac",4884,"Valid","L6",94.2,"Fell",1896,20.06667,-103.66667,"(20.06667, -103.66667)",94.2,1.97405090279288
"Atoka",4888,"Valid","L6",1384.2,"Fell",1945,34.31667,-96.15,"(34.31667, -96.15)",1384.2,3.14119884490474
"Aumale",4899,"Valid","L6",50000,"Fell",1865,36.16667,3.66667,"(36.16667, 3.66667)",50000,4.69897000433602
"Aumieres",4900,"Valid","L6",2000,"Fell",1842,44.33333,3.23333,"(44.33333, 3.23333)",2000,3.30102999566398
"Ausson",4903,"Valid","L5",50000,"Fell",1858,43.08333,0.58333,"(43.08333, 0.58333)",50000,4.69897000433602
"Avanhandava",4905,"Valid","H4",9330,"Fell",1952,-21.46028,-49.95083,"(-21.46028, -49.95083)",9330,3.9698816437465
"Aztec",4913,"Valid","L6",2830,"Fell",1938,36.8,-108,"(36.8, -108.0)",2830,3.45178643552429
"Bachmut",4917,"Valid","L6",18000,"Fell",1814,48.6,38,"(48.6, 38.0)",18000,4.25527250510331
"Baldwyn",4926,"Valid","L6",345,"Fell",1922,34.5,-88.66667,"(34.5, -88.66667)",345,2.53781909507327
"Bansur",4936,"Valid","L6",15000,"Fell",1892,27.7,76.33333,"(27.7, 76.33333)",15000,4.17609125905568
"Banswal",4937,"Valid","L5",14,"Fell",1913,30.4,78.2,"(30.4, 78.2)",14,1.14612803567824
"Barbotan",4942,"Valid","H5",6400,"Fell",1790,43.95,-0.05,"(43.95, -0.05)",6400,3.80617997398389
"Barnaul",4947,"Valid","H5",23.2,"Fell",1904,52.73333,84.08333,"(52.73333, 84.08333)",23.2,1.3654879848909
"Baroti",4949,"Valid","L6",4500,"Fell",1910,31.61667,76.8,"(31.61667, 76.8)",4500,3.65321251377534
"Barwell",4954,"Valid","L5",44000,"Fell",1965,52.56528,-1.33972,"(52.56528, -1.33972)",44000,4.64345267648619
"Bassikounou",44876,"Valid","H5",29560,"Fell",2006,15.78333,-5.9,"(15.78333, -5.9)",29560,4.47070442972279
"Baszkówka",4957,"Valid","L5",15500,"Fell",1994,52.03333,20.93583,"(52.03333, 20.93583)",15500,4.19033169817029
"Bath",4974,"Valid","H4",21000,"Fell",1892,45.41667,-98.31667,"(45.41667, -98.31667)",21000,4.32221929473392
"Bath Furnace",4975,"Valid","L6",86000,"Fell",1902,38.25,-83.75,"(38.25, -83.75)",86000,4.93449845124357
"Battle Mountain",56133,"Valid","L6",2900,"Fell",2012,40.66813,-117.18913,"(40.66813, -117.18913)",2900,3.46239799789896
"Baxter",4977,"Valid","L6",611,"Fell",1916,36.75,-93.5,"(36.75, -93.5)",611,2.78604121024255
"Beardsley",4984,"Valid","H5",16000,"Fell",1929,39.8,-101.2,"(39.8, -101.2)",16000,4.20411998265593
"Beaver Creek",4986,"Valid","H5",14000,"Fell",1893,51.16667,-117.33333,"(51.16667, -117.33333)",14000,4.14612803567824
"Beddgelert",4993,"Valid","H5",794,"Fell",1949,53.01667,-4.1,"(53.01667, -4.1)",794,2.8998205024271
"Beni M'hira",5018,"Valid","L6",19000,"Fell",2001,32.86667,10.8,"(32.86667, 10.8)",19000,4.27875360095283
"Benld",5021,"Valid","H6",1770.5,"Fell",1938,39.08333,-89.15,"(39.08333, -89.15)",1770.5,3.24809593109413
"Benoni",5023,"Valid","H6",3880,"Fell",1943,-26.16667,28.41667,"(-26.16667, 28.41667)",3880,3.58883172559421
"Berduc",48975,"Valid","L6",270,"Fell",2008,-31.91,-58.32833,"(-31.91, -58.32833)",270,2.43136376415899
"Berlanguillas",5029,"Valid","L6",1440,"Fell",1811,41.68333,-3.8,"(41.68333, -3.8)",1440,3.15836249209525
"Beuste",5034,"Valid","L5",2000,"Fell",1859,43.21667,-0.23333,"(43.21667, -0.23333)",2000,3.30102999566398
"Bhagur",5037,"Valid","L6",18,"Fell",1877,20.88333,74.83333,"(20.88333, 74.83333)",18,1.25527250510331
"Bherai",5039,"Valid","L6",100,"Fell",1893,20.83333,71.46667,"(20.83333, 71.46667)",100,2
"Bielokrynitschie",5043,"Valid","H4",1900,"Fell",1887,50.13333,27.16667,"(50.13333, 27.16667)",1900,3.27875360095283
"Binningup",5051,"Valid","H5",488.1,"Fell",1984,-33.15639,115.67639,"(-33.15639, 115.67639)",488.1,2.68850880765652
"Birni N'konni",5056,"Valid","H4",560,"Fell",1923,13.76667,5.3,"(13.76667, 5.3)",560,2.7481880270062
"Bjelaja Zerkov",5063,"Valid","H6",1850,"Fell",1796,49.78333,30.16667,"(49.78333, 30.16667)",1850,3.26717172840301
"Black Moshannan Park",5065,"Valid","L5",705,"Fell",1941,40.91667,-78.08333,"(40.91667, -78.08333)",705,2.8481891169914
"Blackwell",5068,"Valid","L5",2381,"Fell",1906,36.83333,-97.33333,"(36.83333, -97.33333)",2381,3.37675939540488
"Blanket",5071,"Valid","L6",5100,"Fell",1909,31.83333,-98.83333,"(31.83333, -98.83333)",5100,3.70757017609794
"Blansko",5072,"Valid","H6",470,"Fell",1833,49.36667,16.63333,"(49.36667, 16.63333)",470,2.67209785793572
"Bocas",5093,"Valid","L6",56,"Fell",1804,23,-102,"(23.0, -102.0)",56,1.7481880270062
"Bori",5111,"Valid","L6",8600,"Fell",1894,21.95,78.03333,"(21.95, 78.03333)",8600,3.93449845124357
"Borkut",5113,"Valid","L5",7000,"Fell",1852,48.15,24.28333,"(48.15, 24.28333)",7000,3.84509804001426
"Borodino",5114,"Valid","H5",500,"Fell",1812,55.46667,35.86667,"(55.46667, 35.86667)",500,2.69897000433602
"Boumdeid (2003)",57168,"Valid","L6",190,"Fell",2003,17.71067,-11.3715,"(17.71067, -11.3715)",190,2.27875360095283
"Boumdeid (2011)",57167,"Valid","L6",3599,"Fell",2011,17.17493,-11.34133,"(17.17493, -11.34133)",3599,3.55618184665291
"Breitscheid",5134,"Valid","H5",1500,"Fell",1956,50.66694,8.18361,"(50.66694, 8.18361)",1500,3.17609125905568
"Bruderheim",5156,"Valid","L6",303000,"Fell",1960,53.9,-112.88333,"(53.9, -112.88333)",303000,5.4814426285023
"Bur-Gheluai",5169,"Valid","H5",120000,"Fell",1919,5,48,"(5.0, 48.0)",120000,5.07918124604763
"Bursa",5177,"Valid","L6",25000,"Fell",1946,40.2,29.23333,"(40.2, 29.23333)",25000,4.39794000867204
"Buschhof",5178,"Valid","L6",5000,"Fell",1863,46.45,25.78333,"(46.45, 25.78333)",5000,3.69897000433602
"Butsura",5183,"Valid","H6",29000,"Fell",1861,27.08333,84.08333,"(27.08333, 84.08333)",29000,4.46239799789896
"Buzzard Coulee",48654,"Valid","H4",41000,"Fell",2008,52.996,-109.84817,"(52.996, -109.84817)",41000,4.61278385671974
"Campos Sales",5249,"Valid","L5",23680,"Fell",1991,-7.03333,-40.16667,"(-7.03333, -40.16667)",23680,4.37438169805088
"Çanakkale",5250,"Valid","L6",4000,"Fell",1964,39.8,26.6,"(39.8, 26.6)",4000,3.60205999132796
"Cañellas",5251,"Valid","H4",945,"Fell",1861,41.25,1.66667,"(41.25, 1.66667)",945,2.97543180850926
"Cangas de Onis",5252,"Valid","H5",34000,"Fell",1866,43.38333,-5.15,"(43.38333, -5.15)",34000,4.53147891704226
"Canon City",5253,"Valid","H6",1400,"Fell",1973,38.47028,-105.24139,"(38.47028, -105.24139)",1400,3.14612803567824
"Cape Girardeau",5260,"Valid","H6",2300,"Fell",1846,37.26667,-89.58333,"(37.26667, -89.58333)",2300,3.36172783601759
"Capilla del Monte",5264,"Valid","H6",750,"Fell",1934,-30.88333,-64.55,"(-30.88333, -64.55)",750,2.8750612633917
"Castalia",5291,"Valid","H5",7300,"Fell",1874,36.08333,-78.06667,"(36.08333, -78.06667)",7300,3.86332286012046
"Castine",5293,"Valid","L6",94,"Fell",1848,44.38333,-68.75,"(44.38333, -68.75)",94,1.9731278535997
"Centerville",5307,"Valid","H5",45.6,"Fell",1956,43.2,-96.91667,"(43.2, -96.91667)",45.6,1.65896484266444
"Cereseto",5308,"Valid","H5",6460,"Fell",1840,45.08333,8.3,"(45.08333, 8.3)",6460,3.81023251799508
"Chadong",5313,"Valid","L6",3700,"Fell",1998,28.53333,109.31667,"(28.53333, 109.31667)",3700,3.568201724067
"Chail",5314,"Valid","H6",0.5,"Fell",1814,25.36667,81.66667,"(25.36667, 81.66667)",0.5,-0.301029995663981
"Chajari",5316,"Valid","L5",18300,"Fell",1933,-30.78333,-58.05,"(-30.78333, -58.05)",18300,4.26245108973043
"Chandakapur",5320,"Valid","L5",8800,"Fell",1838,20.26667,76.01667,"(20.26667, 76.01667)",8800,3.94448267215017
"Chandpur",5321,"Valid","L6",1100,"Fell",1885,27.28333,79.05,"(27.28333, 79.05)",1100,3.04139268515822
"Changde",5322,"Valid","H5",1810,"Fell",1977,29.08333,111.75,"(29.08333, 111.75)",1810,3.25767857486918
"Chantonnay",5325,"Valid","L6",31500,"Fell",1812,46.68333,1.05,"(46.68333, 1.05)",31500,4.4983105537896
"Charsonville",5329,"Valid","H6",27000,"Fell",1810,47.93333,1.56667,"(47.93333, 1.56667)",27000,4.43136376415899
"Charwallas",5330,"Valid","H6",12000,"Fell",1834,29.48333,75.5,"(29.48333, 75.5)",12000,4.07918124604763
"Château-Renard",5332,"Valid","L6",30000,"Fell",1841,47.93333,2.91667,"(47.93333, 2.91667)",30000,4.47712125471966
"Chela",5338,"Valid","H4",2936,"Fell",1988,-3.66667,32.5,"(-3.66667, 32.5)",2936,3.46775605124403
"Chergach ",47347,"Valid","H5",1e+05,"Fell",2007,23.69639,-5.01472,"(23.69639, -5.01472)",1e+05,5
"Chernyi Bor",5339,"Valid","H4",6000,"Fell",1964,53.7,30.1,"(53.7, 30.1)",6000,3.77815125038364
"Chervettaz",5341,"Valid","L5",705,"Fell",1901,46.55,6.81667,"(46.55, 6.81667)",705,2.8481891169914
"Chiang Khan",5345,"Valid","H6",367,"Fell",1981,17.9,101.63333,"(17.9, 101.63333)",367,2.56466606425209
"Chitenay",5357,"Valid","L6",4000,"Fell",1978,47.47083,0.97667,"(47.47083, 0.97667)",4000,3.60205999132796
"Cilimus",5364,"Valid","L5",1600,"Fell",1979,-6.95,108.1,"(-6.95, 108.1)",1600,3.20411998265592
"Claxton",5374,"Valid","L6",1455,"Fell",1984,32.1025,-81.87278,"(32.1025, -81.87278)",1455,3.16286299332193
"Colby (Wisconsin)",5395,"Valid","L6",104000,"Fell",1917,44.9,-90.28333,"(44.9, -90.28333)",104000,5.01703333929878
"Coleman",5401,"Valid","L6",469,"Fell",1994,43.76111,-84.50778,"(43.76111, -84.50778)",469,2.67117284271508
"Collescipoli",5403,"Valid","H5",5000,"Fell",1890,42.53333,12.61667,"(42.53333, 12.61667)",5000,3.69897000433602
"Conquista",5418,"Valid","H4",20350,"Fell",1965,-19.85,-47.55,"(-19.85, -47.55)",20350,4.30856441356124
"Cosina",5451,"Valid","H5",1200,"Fell",1844,21.16667,-100.86667,"(21.16667, -100.86667)",1200,3.07918124604762
"Cranganore",5465,"Valid","L6",1460,"Fell",1917,10.2,76.26667,"(10.2, 76.26667)",1460,3.16435285578444
"Cronstad",5474,"Valid","H5",3650,"Fell",1877,-27.7,27.3,"(-27.7, 27.3)",3650,3.56229286445647
"Cross Roads",5476,"Valid","H5",167,"Fell",1892,35.63333,-78.13333,"(35.63333, -78.13333)",167,2.22271647114758
"Crumlin",5477,"Valid","L5",4255,"Fell",1902,54.61667,-6.21667,"(54.61667, -6.21667)",4255,3.62889956442061
"Dandapur",5511,"Valid","L6",5650,"Fell",1878,26.91667,83.96667,"(26.91667, 83.96667)",5650,3.75204844781944
"Danville",5514,"Valid","L6",2000,"Fell",1868,34.4,-87.06667,"(34.4, -87.06667)",2000,3.30102999566398
"Darmstadt",6603,"Valid","H5",100,"Fell",1804,49.86667,8.65,"(49.86667, 8.65)",100,2
"Dashoguz",6604,"Valid","H5",7000,"Fell",1998,41.98444,59.685,"(41.98444, 59.685)",7000,3.84509804001426
"Daule",51559,"Valid","L5",6580,"Fell",2008,-1.87089,-79.95756,"(-1.87089, -79.95756)",6580,3.81822589361396
"De Cewsville",6621,"Valid","H6",340,"Fell",1887,43,-80,"(43.0, -80.0)",340,2.53147891704225
"Deal",6634,"Valid","L6",28,"Fell",1829,40.25,-74,"(40.25, -74.0)",28,1.44715803134222
"Delhi",6642,"Valid","L5",0.8,"Fell",1897,28.56667,77.25,"(28.56667, 77.25)",0.8,-0.0969100130080564
"Demina",6649,"Valid","L6",16400,"Fell",1911,51.46667,84.76667,"(51.46667, 84.76667)",16400,4.2148438480477
"Denver",6660,"Valid","L6",230,"Fell",1967,39.7825,-104.93056,"(39.7825, -104.93056)",230,2.36172783601759
"Dergaon",6664,"Valid","H5",12500,"Fell",2001,26.68333,93.86667,"(26.68333, 93.86667)",12500,4.09691001300806
"Desuri",6693,"Valid","H6",25400,"Fell",1962,25.73333,73.61667,"(25.73333, 73.61667)",25400,4.40483371661994
"Devri-Khera",6696,"Valid","L6",1140,"Fell",1994,24.225,76.525,"(24.225, 76.525)",1140,3.05690485133647
"Diep River",7642,"Valid","L6",1000,"Fell",1906,-33.75,18.56667,"(-33.75, 18.56667)",1000,3
"Distrito Quebracho",7649,"Valid","H4",400,"Fell",1957,-31.88333,-60.46667,"(-31.88333, -60.46667)",400,2.60205999132796
"Djati-Pengilon",7652,"Valid","H6",166000,"Fell",1884,-7.5,111.5,"(-7.5, 111.5)",166000,5.22010808804005
"Dokachi",7658,"Valid","H5",3840,"Fell",1903,23.5,90.33333,"(23.5, 90.33333)",3840,3.58433122436753
"Dolgovoli",7659,"Valid","L6",1600,"Fell",1864,50.75,25.3,"(50.75, 25.3)",1600,3.20411998265592
"Domanitch",7661,"Valid","L5",438,"Fell",1907,40,29,"(40.0, 29.0)",438,2.6414741105041
"Donga Kohrod",7707,"Valid","H6",230,"Fell",1899,21.86667,82.45,"(21.86667, 82.45)",230,2.36172783601759
"Dosso",7722,"Valid","L6",1250,"Fell",1962,13.05,3.16667,"(13.05, 3.16667)",1250,3.09691001300806
"Drake Creek",7728,"Valid","L6",5000,"Fell",1827,36.4,-86.5,"(36.4, -86.5)",5000,3.69897000433602
"Dresden (Ontario)",7731,"Valid","H6",47700,"Fell",1939,42.52,-82.26,"(42.52, -82.26)",47700,4.67851837904011
"Dunbogan",7743,"Valid","L6",30,"Fell",1999,-31.66667,152.83333,"(-31.66667, 152.83333)",30,1.47712125471966
"Dundrum",7745,"Valid","H5",2270,"Fell",1865,52.55,-8.03333,"(52.55, -8.03333)",2270,3.35602585719312
"Durala",7750,"Valid","L6",13200,"Fell",1815,30.3,76.63333,"(30.3, 76.63333)",13200,4.12057393120585
"Duruma",7752,"Valid","L6",577,"Fell",1853,-4,39.5,"(-4.0, 39.5)",577,2.76117581315573
"Duwun",7754,"Valid","L6",2117,"Fell",1943,33.43333,127.26667,"(33.43333, 127.26667)",2117,3.32572085801941
"Ehole",7774,"Valid","H5",2400,"Fell",1961,-17.3,15.83333,"(-17.3, 15.83333)",2400,3.38021124171161
"Eichstädt",7775,"Valid","H5",3000,"Fell",1785,48.9,11.21667,"(48.9, 11.21667)",3000,3.47712125471966
"Ekeby",7776,"Valid","H4",3336,"Fell",1939,56.03333,13,"(56.03333, 13.0)",3336,3.5232260419657
"Ekh Khera",7777,"Valid","H6",840,"Fell",1916,28.26667,78.78333,"(28.26667, 78.78333)",840,2.92427928606188
"El Idrissia",7807,"Valid","L6",10000,"Fell",1989,34.41667,3.25,"(34.41667, 3.25)",10000,4
"El Paso de Aguila",45977,"Valid","H5",17226,"Fell",1977,25.37,-97.37,"(25.37, -97.37)",17226,4.23618444288015
"El Tigre",7819,"Valid","L6",5000,"Fell",1993,19.96722,-103.05167,"(19.96722, -103.05167)",5000,3.69897000433602
"Elenovka",7824,"Valid","L5",54640,"Fell",1951,47.83333,37.66667,"(47.83333, 37.66667)",54640,4.73751069067348
"Enshi",10038,"Valid","H5",8000,"Fell",1974,30.3,109.5,"(30.3, 109.5)",8000,3.90308998699194
"Épinal",10041,"Valid","H5",277,"Fell",1822,48.18333,6.46667,"(48.18333, 6.46667)",277,2.44247976906445
"Ergheo",10044,"Valid","L5",20000,"Fell",1889,1.16667,44.16667,"(1.16667, 44.16667)",20000,4.30102999566398
"Erxleben",10049,"Valid","H6",2250,"Fell",1812,52.21667,11.25,"(52.21667, 11.25)",2250,3.35218251811136
"Esnandes",10051,"Valid","L6",1500,"Fell",1837,46.25,-1.1,"(46.25, -1.1)",1500,3.17609125905568
"Farmington",10074,"Valid","L5",89400,"Fell",1890,39.75,-97.03333,"(39.75, -97.03333)",89400,4.95133751879592
"Farmville",10075,"Valid","H4",56000,"Fell",1934,35.55,-77.53333,"(35.55, -77.53333)",56000,4.7481880270062
"Favars",10078,"Valid","H5",1500,"Fell",1844,44.38333,2.81667,"(44.38333, 2.81667)",1500,3.17609125905568
"Fayetteville",10079,"Valid","H4",2360,"Fell",1934,36.05,-94.16667,"(36.05, -94.16667)",2360,3.37291200297011
"Feid Chair",10080,"Valid","H4",380,"Fell",1875,36.88333,8.45,"(36.88333, 8.45)",380,2.57978359661681
"Fenghsien-Ku",10086,"Valid","H5",82,"Fell",1924,34.6,116.75,"(34.6, 116.75)",82,1.91381385238372
"Fisher",10107,"Valid","L6",17600,"Fell",1894,47.81667,-96.85,"(47.81667, -96.85)",17600,4.24551266781415
"Forest City",10119,"Valid","H5",152000,"Fell",1890,43.25,-93.66667,"(43.25, -93.66667)",152000,5.18184358794477
"Forest Vale",10120,"Valid","H4",26000,"Fell",1942,-33.35,146.85833,"(-33.35, 146.85833)",26000,4.41497334797082
"Forksville",10123,"Valid","L6",6067,"Fell",1924,36.78333,-78.08333,"(36.78333, -78.08333)",6067,3.78297399494405
"Forsbach",10163,"Valid","H6",240,"Fell",1900,50.95,7.31667,"(50.95, 7.31667)",240,2.38021124171161
"Forsyth",10164,"Valid","L6",16300,"Fell",1829,33.01667,-83.96667,"(33.01667, -83.96667)",16300,4.21218760440396
"Fuhe",52412,"Valid","L5",23000,"Fell",1945,31.47556,113.56694,"(31.47556, 113.56694)",23000,4.36172783601759
"Fukutomi",10836,"Valid","L5",11620,"Fell",1882,33.18333,130.2,"(33.18333, 130.2)",11620,4.06520612805431
"Futtehpur",10839,"Valid","L6",4000,"Fell",1822,25.95,80.81667,"(25.95, 80.81667)",4000,3.60205999132796
"Galapian",10846,"Valid","H6",132.7,"Fell",1826,44.3,0.4,"(44.3, 0.4)",132.7,2.12287092286444
"Galkiv",10850,"Valid","H4",5000,"Fell",1995,51.68333,30.78333,"(51.68333, 30.78333)",5000,3.69897000433602
"Gambat",10851,"Valid","L6",6400,"Fell",1897,27.35,68.53333,"(27.35, 68.53333)",6400,3.80617997398389
"Gashua",44882,"Valid","L6",4162,"Fell",1984,12.85,11.03333,"(12.85, 11.03333)",4162,3.61930207587561
"Geidam",10870,"Valid","H5",725,"Fell",1950,12.91667,11.91667,"(12.91667, 11.91667)",725,2.86033800657099
"Gifu",10914,"Valid","L6",14290,"Fell",1909,35.53333,136.88333,"(35.53333, 136.88333)",14290,4.15503222879097
"Girgenti",10917,"Valid","L6",18000,"Fell",1853,37.31667,13.56667,"(37.31667, 13.56667)",18000,4.25527250510331
"Git-Git",10919,"Valid","L6",480,"Fell",1947,9.6,9.91667,"(9.6, 9.91667)",480,2.68124123737559
"Glasatovo",10926,"Valid","H4",152000,"Fell",1918,57.35,37.61667,"(57.35, 37.61667)",152000,5.18184358794477
"Glatton",10930,"Valid","L6",767,"Fell",1991,52.45972,-0.3,"(52.45972, -0.3)",767,2.88479536394898
"Gnadenfrei",10936,"Valid","H5",1750,"Fell",1879,50.66667,16.76667,"(50.66667, 16.76667)",1750,3.24303804868629
"Gopalpur",10948,"Valid","H6",1600,"Fell",1865,24.23333,89.05,"(24.23333, 89.05)",1600,3.20411998265592
"Granes",10956,"Valid","L6",9000,"Fell",1964,42.9,2.25,"(42.9, 2.25)",9000,3.95424250943932
"Grefsheim",11196,"Valid","L5",45.5,"Fell",1976,60.66667,11,"(60.66667, 11.0)",45.5,1.65801139665711
"Grimsby",50911,"Valid","H5",215,"Fell",2009,43.2,-79.61667,"(43.2, -79.61667)",215,2.33243845991561
"Gross-Divina",11207,"Valid","H5",10500,"Fell",1837,49.26667,18.71667,"(49.26667, 18.71667)",10500,4.02118929906994
"Grossliebenthal",11208,"Valid","L6",8000,"Fell",1881,46.35,30.58333,"(46.35, 30.58333)",8000,3.90308998699194
"Grüneberg",11426,"Valid","H4",1000,"Fell",1841,51.93333,15.5,"(51.93333, 15.5)",1000,3
"Grzempach",11429,"Valid","H5",690,"Fell",1910,52.86667,16.63333,"(52.86667, 16.63333)",690,2.83884909073726
"Gualeguaychú",11432,"Valid","H6",22000,"Fell",1932,-33,-58.61667,"(-33.0, -58.61667)",22000,4.34242268082221
"Guangmingshan",11435,"Valid","H5",2910,"Fell",1996,39.80417,122.76389,"(39.80417, 122.76389)",2910,3.46389298898591
"Guangrao",11437,"Valid","L6",1900,"Fell",1980,37.1,118.4,"(37.1, 118.4)",1900,3.27875360095283
"Guareña",11439,"Valid","H6",39000,"Fell",1892,38.73333,-6.01667,"(38.73333, -6.01667)",39000,4.5910646070265
"Guibga",11442,"Valid","L5",288,"Fell",1972,13.5,-0.68333,"(13.5, -0.68333)",288,2.45939248775923
"Gujargaon",11448,"Valid","H5",2449,"Fell",1982,22.98333,76.05,"(22.98333, 76.05)",2449,3.38898878512471
"Gumoschnik",11450,"Valid","H5",5700,"Fell",1904,42.9,24.7,"(42.9, 24.7)",5700,3.75587485567249
"Gurram Konda",11464,"Valid","L6",28,"Fell",1814,13.78333,78.56667,"(13.78333, 78.56667)",28,1.44715803134222
"Harleton",11830,"Valid","L6",8360,"Fell",1961,32.675,-94.51167,"(32.675, -94.51167)",8360,3.92220627743902
"Harrison County",11842,"Valid","L6",680,"Fell",1859,38.25,-86.16667,"(38.25, -86.16667)",680,2.83250891270624
"Hashima",11848,"Valid","H4",1110.6,"Fell",1910,35.2945,136.70033,"(35.2945, 136.70033)",1110.6,3.04555766913655
"Hedeskoga",11869,"Valid","H5",3500,"Fell",1922,55.46667,13.78333,"(55.46667, 13.78333)",3500,3.54406804435028
"Heredia",11875,"Valid","H5",1000,"Fell",1857,10,-84.1,"(10.0, -84.1)",1000,3
"Hessle",11878,"Valid","H5",20000,"Fell",1869,59.85,17.66667,"(59.85, 17.66667)",20000,4.30102999566398
"Higashi-koen",11883,"Valid","H5",750,"Fell",1897,33.6,130.43333,"(33.6, 130.43333)",750,2.8750612633917
"High Possil",11884,"Valid","L6",4500,"Fell",1804,55.9,-4.23333,"(55.9, -4.23333)",4500,3.65321251377534
"Hiroshima",11889,"Valid","H5",414,"Fell",2003,34.45,132.38333,"(34.45, 132.38333)",414,2.6170003411209
"Hoima",44714,"Valid","H6",167.7,"Fell",2003,1.345,31.47278,"(1.345, 31.47278)",167.7,2.22453306260609
"Homestead",11901,"Valid","L5",230000,"Fell",1875,41.8,-91.86667,"(41.8, -91.86667)",230000,5.36172783601759
"Honolulu",11904,"Valid","L5",2420,"Fell",1825,21.3,-157.86667,"(21.3, -157.86667)",2420,3.38381536598043
"Hotse",11913,"Valid","L6",180,"Fell",1956,35.66667,115.5,"(35.66667, 115.5)",180,2.25527250510331
"Huaxi",54719,"Valid","H5",1600,"Fell",2010,26.46469,106.63241,"(26.46469, 106.63241)",1600,3.20411998265592
"Hungen",11986,"Valid","H6",112,"Fell",1877,50.3,8.91667,"(50.3, 8.91667)",112,2.04921802267018
"Ichkala",11995,"Valid","H6",3973,"Fell",1936,58.2,82.93333,"(58.2, 82.93333)",3973,3.59911856505536
"Idutywa",12000,"Valid","H5",3457,"Fell",1956,-32.1,28.33333,"(-32.1, 28.33333)",3457,3.53869937954241
"Iguaracu",12003,"Valid","H5",1200,"Fell",1977,-23.2,-51.83333,"(-23.2, -51.83333)",1200,3.07918124604762
"Ijopega",12004,"Valid","H6",7330,"Fell",1975,-6.03333,145.36667,"(-6.03333, 145.36667)",7330,3.86510397464113
"Independence",12028,"Valid","L6",880,"Fell",1917,39.08333,-94.4,"(39.08333, -94.4)",880,2.94448267215017
"Inner Mongolia",12037,"Valid","L6",3000,"Fell",1963,41,112,"(41.0, 112.0)",3000,3.47712125471966
"Innisfree",12039,"Valid","L5",4576,"Fell",1977,53.415,-111.3375,"(53.415, -111.3375)",4576,3.66048601578497
