"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","mass","log_mass"
"Villedieu",24182,"Valid","H4",14000,"Found",1890,47.91667,4.35,"(47.91667, 4.35)",14000,4.14612803567824
"Vincent",24184,"Valid","L5",430,"Found",1926,-35.01667,139.91667,"(-35.01667, 139.91667)",430,2.63346845557959
"Virginia 001",24186,"Valid","L6",191.5,"Found",1980,-32.06667,125.15,"(-32.06667, 125.15)",191.5,2.28216877830464
"Vulcan",24192,"Valid","H6",19000,"Found",1962,50.51667,-113.13333,"(50.51667, -113.13333)",19000,4.27875360095283
"Vyatka",24193,"Valid","H4",45000,"Found",1991,57.53333,49,"(57.53333, 49.0)",45000,4.65321251377534
"Waconda",24195,"Valid","L6",50000,"Found",1873,39.33333,-98.16667,"(39.33333, -98.16667)",50000,4.69897000433602
"Wagon Mound",24196,"Valid","L6",87500,"Found",1932,35.84083,-104.58583,"(35.84083, -104.58583)",87500,4.94200805302231
"Wah Wah Valley",24197,"Valid","L6",9,"Found",1986,38.67667,-113.30167,"(38.67667, -113.30167)",9,0.954242509439325
"Wairarapa Valley",24199,"Valid","H6",6000,"Found",1863,-41.31667,175.13333,"(-41.31667, 175.13333)",6000,3.77815125038364
"Waka",24200,"Valid","H6",11875,"Found",1963,36.15,-101.05,"(36.15, -101.05)",11875,4.0746336182969
"Walcott",24201,"Valid","H5",2000,"Found",1983,32.4,-101.95,"(32.4, -101.95)",2000,3.30102999566398
"Waldo",24202,"Valid","L6",1300,"Found",1937,39.1,-98.83333,"(39.1, -98.83333)",1300,3.11394335230684
"Walltown",24208,"Valid","L6",1600,"Found",1956,37.325,-84.71667,"(37.325, -84.71667)",1600,3.20411998265592
"Warden",24213,"Valid","H5",7868,"Found",1989,-23.26667,116.93333,"(-23.26667, 116.93333)",7868,3.8958643512473
"Wardswell Draw",24214,"Valid","L6",3000,"Found",1976,32.90333,-102.925,"(32.90333, -102.925)",3000,3.47712125471966
"Watson 003",52942,"Valid","H4",2.6,"Found",2008,-30.48333,131.55,"(-30.48333, 131.55)",2.6,0.414973347970818
"Watson 004",52650,"Valid","H4",1.3,"Found",2008,-30.48333,131.55,"(-30.48333, 131.55)",1.3,0.113943352306837
"Watson 005",52651,"Valid","H5",1.6,"Found",2009,-30.5,131.7,"(-30.5, 131.7)",1.6,0.204119982655925
"Watson 006",52652,"Valid","L5",53,"Found",2009,-30.5,131.7,"(-30.5, 131.7)",53,1.72427586960079
"Watson 008",52653,"Valid","H5",1.5,"Found",2009,-30.5,131.68333,"(-30.5, 131.68333)",1.5,0.176091259055681
"Watson 009",52654,"Valid","H5",1,"Found",2009,-30.5,131.68333,"(-30.5, 131.68333)",1,0
"Watson 010",52655,"Valid","H5",19.3,"Found",2009,-30.5,131.71667,"(-30.5, 131.71667)",19.3,1.28555730900777
"Watson 011",52656,"Valid","H4",4.1,"Found",2009,-30.51667,131.5,"(-30.51667, 131.5)",4.1,0.612783856719735
"Wayside",24225,"Valid","H6",23600,"Found",1973,34.80167,-101.68333,"(34.80167, -101.68333)",23600,4.37291200297011
"Webb",24228,"Valid","L6",410.5,"Found",1968,-31.69167,127.78333,"(-31.69167, 127.78333)",410.5,2.61331316145546
"Weikengquan",45011,"Valid","H5",665,"Found",2006,40.26667,99.81667,"(40.26667, 99.81667)",665,2.8228216453031
"Weldona",24234,"Valid","H4",27700,"Found",1934,40.35,-103.95,"(40.35, -103.95)",27700,4.44247976906445
"Wellington",24236,"Valid","H5",13400,"Found",1955,34.95,-100.25,"(34.95, -100.25)",13400,4.12710479836481
"Wellman (a)",24237,"Valid","H5",55000,"Found",1940,33.03333,-102.33333,"(33.03333, -102.33333)",55000,4.74036268949424
"Wellman (c)",24239,"Valid","H4",45000,"Found",1964,33.03333,-102.33333,"(33.03333, -102.33333)",45000,4.65321251377534
"Wellman (e)",24241,"Valid","H4",959,"Found",1973,33.67833,-102.315,"(33.67833, -102.315)",959,2.98181860717066
"Wernigerode",24243,"Valid","H5",24.3,"Found",1970,51.85,10.78333,"(51.85, 10.78333)",24.3,1.38560627359831
"West Forrest",24245,"Valid","H5",170.6,"Found",1971,-30.75,127.98333,"(-30.75, 127.98333)",170.6,2.2319790268315
"West Point",24246,"Valid","L6",3100,"Found",1972,33.075,-102.045,"(33.075, -102.045)",3100,3.49136169383427
"West Reid",24247,"Valid","H6",627.7,"Found",1969,-30.05,128.93333,"(-30.05, 128.93333)",627.7,2.79775212865071
"Whitman",24254,"Valid","H5",221,"Found",1937,42.03333,-101.5,"(42.03333, -101.5)",221,2.34439227368511
"Whitula Creek",24255,"Valid","H5",271,"Found",1991,-25.31583,142.44467,"(-25.31583, 142.44467)",271,2.43296929087441
"Wichita",24256,"Valid","H6",2367,"Found",1971,37.59183,-97.21497,"(37.59183, -97.21497)",2367,3.37419825792908
"Wickenburg (stone)",24258,"Valid","L6",9200,"Found",1940,33.96667,-112.73333,"(33.96667, -112.73333)",9200,3.96378782734556
"Wikieup",24260,"Valid","H5",372,"Found",1965,34.7,-113.6,"(34.7, -113.6)",372,2.5705429398819
"Wilbia",24261,"Valid","H5",94,"Found",1965,-26.45,131,"(-26.45, 131.0)",94,1.9731278535997
"Wilburton",24262,"Valid","H5",207.8,"Found",1940,37.08333,-101.76667,"(37.08333, -101.76667)",207.8,2.31764554322116
"Wild Horse",24264,"Valid","H5",1360,"Found",1979,39.41667,-103.2,"(39.41667, -103.2)",1360,3.13353890837022
"Wildara",24265,"Valid","H5",5e+05,"Found",1968,-28.23333,120.85,"(-28.23333, 120.85)",5e+05,5.69897000433602
"Wildcat Peak",24266,"Valid","H5",202,"Found",1998,32.56533,-111.7255,"(32.56533, -111.7255)",202,2.30535136944662
"Wilder",24267,"Valid","H5",26600,"Found",1982,43.72444,-116.91167,"(43.72444, -116.91167)",26600,4.42488163663107
"Willard (a)",24270,"Valid","L6",800,"Found",1978,34.43333,-105.78333,"(34.43333, -105.78333)",800,2.90308998699194
"Willcox Playa",24273,"Valid","H4",61.5,"Found",1979,32.125,-109.83333,"(32.125, -109.83333)",61.5,1.78887511577542
"Willcox Playa 002",24274,"Valid","L6",12,"Found",2001,32.18167,-109.7895,"(32.18167, -109.7895)",12,1.07918124604762
"Willcox Playa 004",51581,"Valid","L6",19.9,"Found",2004,32.14202,-109.82423,"(32.14202, -109.82423)",19.9,1.29885307640971
"Willcox Playa 005",51582,"Valid","H5",278.4,"Found",2004,32.0939,-109.88412,"(32.0939, -109.88412)",278.4,2.44466923093852
"Willcox Playa 006",51583,"Valid","H6",3.1,"Found",2004,32.11288,-109.89265,"(32.11288, -109.89265)",3.1,0.491361693834273
"Willcox Playa 007",51584,"Valid","L6",62.4,"Found",2004,32.18843,-109.84563,"(32.18843, -109.84563)",62.4,1.79518458968242
"Willowbar",24278,"Valid","L6",2070,"Found",1971,36.73333,-102.2,"(36.73333, -102.2)",2070,3.31597034545692
"Willowdale",24279,"Valid","H4",3000,"Found",1951,37.53333,-98.36667,"(37.53333, -98.36667)",3000,3.47712125471966
"Wilmot",24280,"Valid","H6",2000,"Found",1944,37.38333,-96.86667,"(37.38333, -96.86667)",2000,3.30102999566398
"Wingellina",24284,"Valid","H4",200,"Found",1958,-26.05,128.95,"(-26.05, 128.95)",200,2.30102999566398
"Wisconsin Range 90301",24287,"Valid","L6",805.9,"Found",1990,-84.75,-125,"(-84.75, -125.0)",805.9,2.90628115577215
"Wisconsin Range 90302",24288,"Valid","H5",3864.6,"Found",1990,-84.75,-125,"(-84.75, -125.0)",3864.6,3.58710454953955
"Wisconsin Range 90303",24289,"Valid","L5",196.4,"Found",1990,-84.75,-125,"(-84.75, -125.0)",196.4,2.29314148345093
"Wisconsin Range 91602",24292,"Valid","L5",83.3,"Found",1991,-86.52607,-123.69857,"(-86.52607, -123.69857)",83.3,1.92064500140679
"Wisconsin Range 91606",24296,"Valid","L5",29.1,"Found",1991,-86.52146,-123.83598,"(-86.52146, -123.83598)",29.1,1.46389298898591
"Wisconsin Range 91609",24299,"Valid","H4",11.1,"Found",1991,-86.50015,-124.7495,"(-86.50015, -124.7495)",11.1,1.04532297878666
"Wisconsin Range 91610",24300,"Valid","H6",77.3,"Found",1991,-86.46973,-123.46349,"(-86.46973, -123.46349)",77.3,1.88817949391832
"Wisconsin Range 91611",24301,"Valid","L5",1.5,"Found",1991,-86.48087,-123.40283,"(-86.48087, -123.40283)",1.5,0.176091259055681
"Wisconsin Range 91612",24302,"Valid","L6",501,"Found",1991,-86.47899,-123.42924,"(-86.47899, -123.42924)",501,2.69983772586725
"Wisconsin Range 91613",24303,"Valid","H5",66.2,"Found",1991,-86.12662,-123.38614,"(-86.12662, -123.38614)",66.2,1.8208579894397
"Wisconsin Range 91617",24307,"Valid","H5",82.9,"Found",1991,-86.14843,-124.25279,"(-86.14843, -124.25279)",82.9,1.91855453055027
"Wisconsin Range 91619",24309,"Valid","H5",150.3,"Found",1991,-86.15351,-124.29386,"(-86.15351, -124.29386)",150.3,2.17695898058691
"Wisconsin Range 91621",24311,"Valid","H5",86.5,"Found",1991,-86.51339,-122.92467,"(-86.51339, -122.92467)",86.5,1.93701610746481
"Wisconsin Range 91622",24312,"Valid","H5",440.9,"Found",1991,-86.51327,-122.92858,"(-86.51327, -122.92858)",440.9,2.64434009882632
"Wisconsin Range 91623",24313,"Valid","L6",1180.5,"Found",1991,-86.53725,-123.12291,"(-86.53725, -123.12291)",1180.5,3.07206599141475
"Wisconsin Range 91626",24316,"Valid","L6",163.2,"Found",1991,-86.50994,-122.96137,"(-86.50994, -122.96137)",163.2,2.21272015441784
"Wisconsin Range 91628",24318,"Valid","L6",150.1,"Found",1991,-86.51027,-122.9522,"(-86.51027, -122.9522)",150.1,2.17638069224327
"Witchelina",24319,"Valid","H4",3637,"Found",1920,-30,138,"(-30.0, 138.0)",3637,3.56074330105471
"Wood Lake",50910,"Valid","H4",350,"Found",2003,45,-79.06667,"(45.0, -79.06667)",350,2.54406804435028
"Woodward County",24333,"Valid","H4",45500,"Found",1923,36.5,-99.5,"(36.5, -99.5)",45500,4.65801139665711
"Wooramel",24335,"Valid","L5",71000,"Found",1969,-25.65,114.21667,"(-25.65, 114.21667)",71000,4.85125834871908
"Wray (b)",24339,"Valid","L5",3884,"Found",1938,40.33083,-102.19583,"(40.33083, -102.19583)",3884,3.58927922123597
"Wynella",24343,"Valid","H4",40000,"Found",1945,-28.95,148.13333,"(-28.95, 148.13333)",40000,4.60205999132796
"Wynyard",24344,"Valid","H5",3479,"Found",1968,51.88333,-104.18333,"(51.88333, -104.18333)",3479,3.54145442874759
"Xinyi",24347,"Valid","H5",69000,"Found",1975,34.36667,118.33333,"(34.36667, 118.33333)",69000,4.83884909073726
"Yabrin 002",51009,"Valid","H5",46.32,"Found",2008,23.35717,48.72245,"(23.35717, 48.72245)",46.32,1.66576855071938
"Yamato 694",24361,"Valid","H6",62,"Found",1969,-71.5,35.66667,"(-71.5, 35.66667)",62,1.79239168949825
"Yamato 695",24362,"Valid","H5",38,"Found",1969,-71.5,35.66667,"(-71.5, 35.66667)",38,1.57978359661681
"Yamato 696",24363,"Valid","H5",41,"Found",1969,-71.5,35.66667,"(-71.5, 35.66667)",41,1.61278385671974
"Yamato 698",24365,"Valid","H6",10,"Found",1969,-71.5,35.66667,"(-71.5, 35.66667)",10,1
"Yamato 699",24366,"Valid","H5",10,"Found",1969,-71.5,35.66667,"(-71.5, 35.66667)",10,1
"Yamato 7302",24368,"Valid","H4",11,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",11,1.04139268515823
"Yamato 7303",24369,"Valid","H4",3.5,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",3.5,0.544068044350276
"Yamato 7304",24370,"Valid","L6",500,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",500,2.69897000433602
"Yamato 7305",24371,"Valid","L6",900,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",900,2.95424250943932
"Yamato 7306",24372,"Valid","H6",4.8,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",4.8,0.681241237375587
"Yamato 7310",24376,"Valid","H4",7,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",7,0.845098040014257
"Yamato 7311",24377,"Valid","H6",20.3,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",20.3,1.30749603791321
"Yamato 7312",24378,"Valid","H5",39.8,"Found",1973,-71.5,35.66667,"(-71.5, 35.66667)",39.8,1.59988307207369
"Yamato 74001",24379,"Valid","H5",246.1,"Found",1974,-71.83611,36.27222,"(-71.83611, 36.27222)",246.1,2.3911116137028
"Yamato 74003",24381,"Valid","L6",15.5,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",15.5,1.19033169817029
"Yamato 74004",24382,"Valid","H5",8.1,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",8.1,0.90848501887865
"Yamato 74006",24384,"Valid","H6",35.8,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",35.8,1.55388302664387
"Yamato 74007",24385,"Valid","L6",162.3,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",162.3,2.21031851982623
"Yamato 74009",24387,"Valid","L5",9,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",9,0.954242509439325
"Yamato 74012",24390,"Valid","H5",75.4,"Found",1974,-71.83667,36.29861,"(-71.83667, 36.29861)",75.4,1.87737134586977
"Yamato 74014",24392,"Valid","H6",2367.9,"Found",1974,-71.83556,36.30278,"(-71.83556, 36.30278)",2367.9,3.37436335752503
"Yamato 74015",24393,"Valid","L6",88,"Found",1974,-71.80389,36.23472,"(-71.80389, 36.23472)",88,1.94448267215017
"Yamato 74016",24394,"Valid","H6",11.5,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",11.5,1.06069784035361
"Yamato 74017",24395,"Valid","H6",3.23,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",3.23,0.509202522331103
"Yamato 74019",24397,"Valid","H4",6.02,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",6.02,0.779596491257824
"Yamato 74020",24398,"Valid","L5",0.56,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",0.56,-0.2518119729938
"Yamato 74021",24399,"Valid","H5",39.3,"Found",1974,-71.79389,36.18194,"(-71.79389, 36.18194)",39.3,1.59439255037543
"Yamato 74023",24401,"Valid","L6",6.3,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",6.3,0.799340549453582
"Yamato 74026",24404,"Valid","H6",5.24,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",5.24,0.719331286983727
"Yamato 74027",24405,"Valid","L6",35.7,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",35.7,1.55266821611219
"Yamato 74028",24406,"Valid","L6",90.2,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",90.2,1.95520653754194
"Yamato 74029",24407,"Valid","H4",4.3,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",4.3,0.633468455579587
"Yamato 74030",24408,"Valid","L6",7.82,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",7.82,0.893206753059848
"Yamato 74032",24410,"Valid","H4",14.1,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",14.1,1.14921911265538
"Yamato 74034",24412,"Valid","H4",27.6,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",27.6,1.44090908206522
"Yamato 74035",24413,"Valid","L6",115.7,"Found",1974,-71.80167,36.14306,"(-71.80167, 36.14306)",115.7,2.06333335895175
"Yamato 74036",24414,"Valid","L6",201.4,"Found",1974,-71.815,36.19306,"(-71.815, 36.19306)",201.4,2.3040594662176
"Yamato 74038",24416,"Valid","H5",208.9,"Found",1974,-71.825,36.24028,"(-71.825, 36.24028)",208.9,2.31993843998031
"Yamato 74039",24417,"Valid","L6",47.6,"Found",1974,-71.8275,36.24444,"(-71.8275, 36.24444)",47.6,1.67760695272049
"Yamato 74040",24418,"Valid","L6",35.17,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",35.17,1.54617236831694
"Yamato 74041",24419,"Valid","H5",1.79,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",1.79,0.252853030979893
"Yamato 74042",24420,"Valid","H4",3.85,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",3.85,0.585460729508501
"Yamato 74043",24421,"Valid","H4",5.19,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",5.19,0.715167357848458
"Yamato 74045",24423,"Valid","L6",39.82,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",39.82,1.60010125569139
"Yamato 74046",24424,"Valid","L6",2.22,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",2.22,0.346352974450639
"Yamato 74049",24427,"Valid","H4",13.12,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",13.12,1.11793383503964
"Yamato 74050",24428,"Valid","H4",18.88,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",18.88,1.27600198996205
"Yamato 74051",24429,"Valid","H4",20.93,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",20.93,1.32076922833869
"Yamato 74052",24430,"Valid","H4",58.18,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",58.18,1.76477371691104
"Yamato 74053",24431,"Valid","H4",88.48,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",88.48,1.94684511396062
"Yamato 74054",24432,"Valid","H4",134.9,"Found",1974,-71.80417,36.29167,"(-71.80417, 36.29167)",134.9,2.1300119496719
"Yamato 74055",24433,"Valid","H4",13.04,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",13.04,1.1152775913959
"Yamato 74056",24434,"Valid","H4",19.14,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",19.14,1.28194193344082
"Yamato 74057",24435,"Valid","H4",16.32,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",16.32,1.21272015441784
"Yamato 74058",24436,"Valid","H4",19.72,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",19.72,1.29490691060519
"Yamato 74059",24437,"Valid","H4",16.37,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",16.37,1.21404867941194
"Yamato 74060",24438,"Valid","H4",17.1,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",17.1,1.23299611039215
"Yamato 74061",24439,"Valid","H4",9.3,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",9.3,0.968482948553935
"Yamato 74062",24440,"Valid","H4",10.46,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",10.46,1.01953168453126
"Yamato 74064",24442,"Valid","H5",2,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",2,0.301029995663981
"Yamato 74065",24443,"Valid","L6",12.1,"Found",1974,-71.79972,36.29028,"(-71.79972, 36.29028)",12.1,1.08278537031645
"Yamato 74066",24444,"Valid","L6",12.4,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",12.4,1.09342168516224
"Yamato 74067",24445,"Valid","H6",4,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",4,0.602059991327962
"Yamato 74068",24446,"Valid","H5",5.41,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",5.41,0.73319726510657
"Yamato 74069",24447,"Valid","H6",18.57,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",18.57,1.26881190373978
"Yamato 74070",24448,"Valid","H5",58.7,"Found",1974,-71.81167,36.4125,"(-71.81167, 36.4125)",58.7,1.76863810124761
"Yamato 74071",24449,"Valid","H4",17.55,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",17.55,1.24427712080184
"Yamato 74072",24450,"Valid","H5",29,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",29,1.46239799789896
"Yamato 74073",24451,"Valid","H5",29.9,"Found",1974,-71.81583,36.425,"(-71.81583, 36.425)",29.9,1.47567118832443
"Yamato 74074",24452,"Valid","H5",54.2,"Found",1974,-71.81694,36.42222,"(-71.81694, 36.42222)",54.2,1.73399928653839
"Yamato 74075",24453,"Valid","H6",5.05,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",5.05,0.703291378118661
"Yamato 74076",24454,"Valid","L6",20.36,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",20.36,1.30877777366472
"Yamato 74077",24455,"Valid","L6",5575.1,"Found",1974,-71.83556,36.35833,"(-71.83556, 36.35833)",5575.1,3.74625266168588
"Yamato 74078",24456,"Valid","H4",15.88,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",15.88,1.20085049809108
"Yamato 74079",24457,"Valid","H5",620.8,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",620.8,2.79295170825013
"Yamato 74080",24458,"Valid","L6",536.9,"Found",1974,-71.81944,36.19861,"(-71.81944, 36.19861)",536.9,2.72989340396324
"Yamato 74081",24459,"Valid","H4",102.5,"Found",1974,-71.80528,36.175,"(-71.80528, 36.175)",102.5,2.01072386539177
"Yamato 74082",24460,"Valid","H4",179.8,"Found",1974,-71.80472,36.18056,"(-71.80472, 36.18056)",179.8,2.25478968739721
"Yamato 74083",24461,"Valid","H4",3.31,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",3.31,0.519827993775719
"Yamato 74084",24462,"Valid","L6",2.26,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",2.26,0.354108439147401
"Yamato 74085",24463,"Valid","H4",30.5,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",30.5,1.48429983934679
"Yamato 74086",24464,"Valid","H5",0.97,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",0.97,-0.0132282657337552
"Yamato 74087",24465,"Valid","L6",0.78,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",0.78,-0.10790539730952
"Yamato 74088",24466,"Valid","H4",14.28,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",14.28,1.15472820744016
"Yamato 74089",24467,"Valid","H4",43.36,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",43.36,1.63708927353033
"Yamato 74090",24468,"Valid","L6",1.01,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",1.01,0.00432137378264258
"Yamato 74091",24469,"Valid","L6",2.3,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",2.3,0.361727836017593
"Yamato 74092",24470,"Valid","H6",3.23,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",3.23,0.509202522331103
"Yamato 74093",24471,"Valid","L6",6.59,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",6.59,0.81888541459401
"Yamato 74094",24472,"Valid","H6",867.2,"Found",1974,-71.79806,36.24861,"(-71.79806, 36.24861)",867.2,2.93811926919431
"Yamato 74095",24473,"Valid","L5",65.92,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",65.92,1.81901719868906
"Yamato 74098",24476,"Valid","H5",9.1,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",9.1,0.959041392321094
"Yamato 74099",24477,"Valid","H5",27.36,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",27.36,1.43711609304808
"Yamato 74100",24478,"Valid","L6",15.45,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",15.45,1.18892848376085
"Yamato 74101",24479,"Valid","H5",9.1,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",9.1,0.959041392321094
"Yamato 74102",24480,"Valid","H5",2.99,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",2.99,0.47567118832443
"Yamato 74103",24481,"Valid","H6",21.59,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",21.59,1.33425264233423
"Yamato 74104",24482,"Valid","H6",21.8,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",21.8,1.3384564936046
"Yamato 74105",24483,"Valid","H6",25.66,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",25.66,1.40925665203891
"Yamato 74106",24484,"Valid","H6",146.6,"Found",1974,-71.81333,36.47778,"(-71.81333, 36.47778)",146.6,2.16613397030511
"Yamato 74107",24485,"Valid","H5",114,"Found",1974,-71.81667,36.46389,"(-71.81667, 36.46389)",114,2.05690485133647
"Yamato 74108",24486,"Valid","H5",139.3,"Found",1974,-71.81778,36.45833,"(-71.81778, 36.45833)",139.3,2.14395111642396
"Yamato 74110",24488,"Valid","H5",90.1,"Found",1974,-71.7875,36.3,"(-71.7875, 36.3)",90.1,1.95472479097906
"Yamato 74111",24489,"Valid","H5",58,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",58,1.76342799356294
"Yamato 74112",24490,"Valid","H5",45.52,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",45.52,1.65820225338701
"Yamato 74113",24491,"Valid","H5",28.21,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",28.21,1.45040308615537
"Yamato 74115",24493,"Valid","H5",1045.1,"Found",1974,-71.80833,36.1375,"(-71.80833, 36.1375)",1045.1,3.01915784773928
"Yamato 74116",24494,"Valid","L5",68.9,"Found",1974,-71.81333,36.16389,"(-71.81333, 36.16389)",68.9,1.83821922190763
"Yamato 74117",24495,"Valid","L6",80.2,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",80.2,1.90417436828416
"Yamato 74118",24496,"Valid","L6",845.1,"Found",1974,-71.82417,36.19444,"(-71.82417, 36.19444)",845.1,2.92690810170544
"Yamato 74119",24497,"Valid","L6",4.36,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",4.36,0.639486489268586
"Yamato 74120",24498,"Valid","L6",90.5,"Found",1974,-71.82667,36.20278,"(-71.82667, 36.20278)",90.5,1.9566485792052
"Yamato 74121",24499,"Valid","H6",8.53,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",8.53,0.930949031167523
"Yamato 74122",24500,"Valid","H4",54.89,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",54.89,1.73949323078161
"Yamato 74124",24502,"Valid","H4",62.4,"Found",1974,-71.82833,36.20694,"(-71.82833, 36.20694)",62.4,1.79518458968242
"Yamato 74127",24505,"Valid","L6",19.2,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",19.2,1.28330122870355
"Yamato 74128",24506,"Valid","L6",40.98,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",40.98,1.61257195406518
"Yamato 74129",24507,"Valid","L6",6.57,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",6.57,0.817565369559781
"Yamato 74131",24509,"Valid","H5",18.06,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",18.06,1.25671774597749
"Yamato 74132",24510,"Valid","H5",2.37,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",2.37,0.374748346010104
"Yamato 74133",24511,"Valid","H4",3.36,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",3.36,0.526339277389844
"Yamato 74134",24512,"Valid","H4",3.08,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",3.08,0.488550716500444
"Yamato 74137",24515,"Valid","H6",26.32,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",26.32,1.42028588494192
"Yamato 74143",24521,"Valid","H6",4.89,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",4.89,0.68930885912362
"Yamato 74144",24522,"Valid","L6",141.4,"Found",1974,-71.78361,36.26528,"(-71.78361, 36.26528)",141.4,2.15044940946088
"Yamato 74145",24523,"Valid","H6",0.6,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",0.6,-0.221848749616356
"Yamato 74146",24524,"Valid","H4",8.55,"Found",1974,-71.5,35.66667,"(-71.5, 35.66667)",8.55,0.931966114728173
